Color by field,Color by swap,Country,Region,Sector,Top country,Units,Year,Capacity (MW),Capacity GW & Generation TWh,Capacity MW & Generation GWh,Generation (GWh),Number of Records,Report year
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,MW,2017,10489,10.489,10489,,1,2018
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2017,6073,6.073,6073,,1,2018
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,MW,2017,14735,14.735,14735,,1,2018
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,MW,2017,0,0,0,,1,2018
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,MW,2017,1268,1.268,1268,,1,2018
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2017,71,0.071,71,,1,2018
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,MW,2017,366,0.366,366,,1,2018
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,MW,2017,0,0,0,,1,2018
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,GWh,2018,,0.885127945,885.1279446,885.1279446,1,2019
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,GWh,2018,,72.897,72897,72897,1,2019
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2018,,25.99326569,25993.26569,25993.26569,1,2019
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,GWh,2018,,66.116,66116,66116,1,2019
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,GWh,2018,,0,0,0,1,2019
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,GWh,2018,,1.695,1695,1695,1,2019
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2018,,0.30173431,301.7343105,301.7343105,1,2019
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,GWh,2018,,0.7449504,744.9504,744.9504,1,2019
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,GWh,2018,,0,0,0,1,2019
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,MW,2018,838,0.838,838,,1,2019
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,MW,2018,10546,10.546,10546,,1,2019
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2018,6073,6.073,6073,,1,2019
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,MW,2018,14701,14.701,14701,,1,2019
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,MW,2018,0,0,0,,1,2019
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,MW,2018,1226,1.226,1226,,1,2019
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2018,102,0.102,102,,1,2019
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,MW,2018,585,0.585,585,,1,2019
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,MW,2018,0,0,0,,1,2019
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,GWh,2019,,0.864103528,864.1035279,864.1035279,1,2020
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,GWh,2019,,74.955,74955,74955,1,2020
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2019,,26.16822003,26168.22003,26168.22003,1,2020
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,GWh,2019,,71.173,71173,71173,1,2020
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,GWh,2019,,0,0,0,1,2020
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,GWh,2019,,0.949,949,949,1,2020
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2019,,0.343148824,343.1488237,343.1488237,1,2020
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,GWh,2019,,1.3020864,1302.0864,1302.0864,1,2020
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,GWh,2019,,0,0,0,1,2020
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,MW,2019,806,0.806,806,,1,2020
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,MW,2019,12546,12.546,12546,,1,2020
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2019,6073,6.073,6073,,1,2020
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,MW,2019,15043,15.043,15043,,1,2020
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,MW,2019,0,0,0,,1,2020
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,MW,2019,1184,1.184,1184,,1,2020
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2019,130,0.13,130,,1,2020
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,MW,2019,1078,1.078,1078,,1,2020
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,MW,2019,0,0,0,,1,2020
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,GWh,2020,,0.84854546,848.5454595,848.5454595,1,2021
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,GWh,2020,,85.93760175,85937.60174,85937.60174,1,2021
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2020,,26.16822003,26168.22003,26168.22003,1,2021
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,GWh,2020,,52.59711069,52597.11069,52597.11069,1,2021
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,GWh,2020,,0,0,0,1,2021
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,GWh,2020,,0.061362813,61.36281339,61.36281339,1,2021
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2020,,0.402312414,402.312414,402.312414,1,2021
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,GWh,2020,,1.855690368,1855.690368,1855.690368,1,2021
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,GWh,2020,,0,0,0,1,2021
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,MW,2020,808.4,0.8084,808.4,,1,2021
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,MW,2020,12546,12.546,12546,,1,2021
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2020,6073,6.073,6073,,1,2021
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,MW,2020,15043,15.043,15043,,1,2021
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,MW,2020,0,0,0,,1,2021
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,MW,2020,1184,1.184,1184,,1,2021
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2020,142,0.142,142,,1,2021
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,MW,2020,1189,1.189,1189,,1,2021
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,MW,2020,0,0,0,,1,2021
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,GWh,2021,,0.84854546,848.5454595,848.5454595,1,2022
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,GWh,2021,,85.7243088,85724.3088,85724.3088,1,2022
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,26.0677452,26067.7452,26067.7452,1,2022
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,GWh,2021,,71.926608,71926.608,71926.608,1,2022
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,GWh,2021,,0,0,0,1,2022
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,GWh,2021,,0.009204422,9.204422009,9.204422009,1,2022
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,GWh,2021,,0.3980544,398.0544,398.0544,1,2022
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,GWh,2021,,2.9176056,2917.6056,2917.6056,1,2022
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,GWh,2021,,0,0,0,1,2022
Biomass,Sector,Malaysia,Asia-Pacific,Biomass,Other countries,MW,2021,808.4,0.8084,808.4,,1,2022
Coal,Sector,Malaysia,Asia-Pacific,Coal,Other countries,MW,2021,12546,12.546,12546,,1,2022
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2021,6073,6.073,6073,,1,2022
Natural Gas,Sector,Malaysia,Asia-Pacific,Natural Gas,Other countries,MW,2021,15790,15.79,15790,,1,2022
Nuclear,Sector,Malaysia,Asia-Pacific,Nuclear,Other countries,MW,2021,0,0,0,,1,2022
Oil,Sector,Malaysia,Asia-Pacific,Oil,Other countries,MW,2021,1184,1.184,1184,,1,2022
Hydroelectric,Sector,Malaysia,Asia-Pacific,Hydroelectric,Other countries,MW,2021,142,0.142,142,,1,2022
Solar,Sector,Malaysia,Asia-Pacific,Solar,Other countries,MW,2021,1665,1.665,1665,,1,2022
Wind,Sector,Malaysia,Asia-Pacific,Wind,Other countries,MW,2021,0,0,0,,1,2022
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2010,,0,0,0,1,2011
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2010,,0,0,0,1,2011
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2010,,0,0,0,1,2011
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2010,,28.144,28144,28144,1,2011
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2010,,0,0,0,1,2011
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2010,,0,0,0,1,2011
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2010,,0,0,0,1,2011
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2010,,0,0,0,1,2011
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2010,,0,0,0,1,2011
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2010,0,0,0,,1,2011
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2010,0,0,0,,1,2011
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2010,0,0,0,,1,2011
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2010,8558,8.558,8558,,1,2011
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2010,0,0,0,,1,2011
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2010,0,0,0,,1,2011
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2010,0,0,0,,1,2011
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2010,0,0,0,,1,2011
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2010,0,0,0,,1,2011
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2011,,0.115,115,115,1,2012
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2011,,0,0,0,1,2012
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2011,,0,0,0,1,2012
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2011,,30.73,30730,30730,1,2012
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2011,,0,0,0,1,2012
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2011,,0,0,0,1,2012
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2011,,0,0,0,1,2012
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2011,,0.001,1,1,1,2012
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2011,,0,0,0,1,2012
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2011,38,0.038,38,,1,2012
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2011,0,0,0,,1,2012
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2011,0,0,0,,1,2012
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2011,8558,8.558,8558,,1,2012
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2011,0,0,0,,1,2012
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2011,0,0,0,,1,2012
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2011,0,0,0,,1,2012
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2011,1,0.001,1,,1,2012
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2011,0,0,0,,1,2012
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2012,,0.115,115,115,1,2013
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2012,,0,0,0,1,2013
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2012,,0,0,0,1,2013
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2012,,34.788,34788,34788,1,2013
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2012,,0,0,0,1,2013
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2012,,0,0,0,1,2013
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2012,,0,0,0,1,2013
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2012,,0.001,1,1,1,2013
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2012,,0,0,0,1,2013
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2012,38,0.038,38,,1,2013
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2012,0,0,0,,1,2013
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2012,0,0,0,,1,2013
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2012,8786,8.786,8786,,1,2013
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2012,0,0,0,,1,2013
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2012,0,0,0,,1,2013
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2012,0,0,0,,1,2013
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2012,1,0.001,1,,1,2013
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2012,0,0,0,,1,2013
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2013,,0.115,115,115,1,2014
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2013,,0,0,0,1,2014
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2013,,0,0,0,1,2014
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2013,,34.668,34668,34668,1,2014
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2013,,0,0,0,1,2014
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2013,,0,0,0,1,2014
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2013,,0,0,0,1,2014
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2013,,0.004,4,4,1,2014
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2013,,0,0,0,1,2014
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2013,38,0.038,38,,1,2014
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2013,0,0,0,,1,2014
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2013,0,0,0,,1,2014
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2013,8791,8.791,8791,,1,2014
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2013,0,0,0,,1,2014
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2013,0,0,0,,1,2014
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2013,0,0,0,,1,2014
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2013,2,0.002,2,,1,2014
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2013,0,0,0,,1,2014
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2014,,0.115,115,115,1,2015
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2014,,0,0,0,1,2015
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2014,,0,0,0,1,2015
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2014,,38.693,38693,38693,1,2015
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2014,,0,0,0,1,2015
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2014,,0,0,0,1,2015
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2014,,0,0,0,1,2015
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2014,,0.004,4,4,1,2015
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2014,,0,0,0,1,2015
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2014,38,0.038,38,,1,2015
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2014,0,0,0,,1,2015
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2014,0,0,0,,1,2015
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2014,8791,8.791,8791,,1,2015
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2014,0,0,0,,1,2015
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2014,0,0,0,,1,2015
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2014,0,0,0,,1,2015
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2014,2,0.002,2,,1,2015
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2014,0,0,0,,1,2015
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2015,,0.115,115,115,1,2016
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2015,,0,0,0,1,2016
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2015,,0,0,0,1,2016
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2015,,41.499,41499,41499,1,2016
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2015,,0,0,0,1,2016
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2015,,0,0,0,1,2016
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2015,,0,0,0,1,2016
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2015,,0.004,4,4,1,2016
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2015,,0,0,0,1,2016
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2015,38,0.038,38,,1,2016
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2015,0,0,0,,1,2016
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2015,0,0,0,,1,2016
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2015,8560.5,8.5605,8560.5,,1,2016
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2015,0,0,0,,1,2016
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2015,0,0,0,,1,2016
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2015,0,0,0,,1,2016
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2015,2,0.002,2,,1,2016
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2015,0,0,0,,1,2016
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2016,,0.115,115,115,1,2017
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2016,,0,0,0,1,2017
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2016,,0,0,0,1,2017
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2016,,42.307,42307,42307,1,2017
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2016,,0,0,0,1,2017
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2016,,0,0,0,1,2017
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2016,,0,0,0,1,2017
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2016,,0.004,4,4,1,2017
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2016,,0,0,0,1,2017
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2016,38,0.038,38,,1,2017
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2016,0,0,0,,1,2017
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2016,0,0,0,,1,2017
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2016,8559,8.559,8559,,1,2017
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2016,0,0,0,,1,2017
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2016,0,0,0,,1,2017
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2016,0,0,0,,1,2017
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2016,2,0.002,2,,1,2017
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2016,0,0,0,,1,2017
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,GWh,2017,,0.115,115,115,1,2018
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,GWh,2017,,0,0,0,1,2018
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2017,,0,0,0,1,2018
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,GWh,2017,,45.555,45555,45555,1,2018
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,GWh,2017,,0,0,0,1,2018
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,GWh,2017,,0,0,0,1,2018
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,GWh,2017,,0,0,0,1,2018
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,GWh,2017,,0.004,4,4,1,2018
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,GWh,2017,,0,0,0,1,2018
Biomass,Sector,Qatar,Middle East & Africa,Biomass,Other countries,MW,2017,38,0.038,38,,1,2018
Coal,Sector,Qatar,Middle East & Africa,Coal,Other countries,MW,2017,0,0,0,,1,2018
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2017,0,0,0,,1,2018
Natural Gas,Sector,Qatar,Middle East & Africa,Natural Gas,Other countries,MW,2017,10170,10.17,10170,,1,2018
Nuclear,Sector,Qatar,Middle East & Africa,Nuclear,Other countries,MW,2017,0,0,0,,1,2018
Oil,Sector,Qatar,Middle East & Africa,Oil,Other countries,MW,2017,0,0,0,,1,2018
Hydroelectric,Sector,Qatar,Middle East & Africa,Hydroelectric,Other countries,MW,2017,0,0,0,,1,2018
Solar,Sector,Qatar,Middle East & Africa,Solar,Other countries,MW,2017,2,0.002,2,,1,2018
Wind,Sector,Qatar,Middle East & Africa,Wind,Other countries,MW,2017,0,0,0,,1,2018
